stage,method,metric,value
estimators,__stage__,stage_dir,results\20260313_001054_simulation\estimators
estimators,__stage__,stage_json,results\20260313_001054_simulation\estimators\stage_results_v2.json
estimators,__stage__,stage_csv,results\20260313_001054_simulation\estimators\stage_results_v2.csv
estimators,ls,mean_ber,0.05822288109620042
estimators,ls,mean_ber_upper_confidence,0.058376380669878276
estimators,ls,mean_latency_ms,652.9012281868692
estimators,ls,mean_throughput_bits_per_batch,92580.45789671912
estimators,ls,mean_energy_joules_per_batch,0.00018645100000000037
estimators,ls,mean_avg_power_w,0.00029311763802620345
estimators,ls,mean_runtime_sec,99.72305939677409
estimators,ls,mean_bit_errors,128337.29032258065
estimators,ls,mean_total_bits,9164469.677419355
estimators,ls,mean_block_errors,446.5483870967742
estimators,ls,mean_total_blocks,5966.451612903225
estimators,ls,mean_num_batches,93.2258064516129
estimators,dft,mean_ber,0.03930236560366927
estimators,dft,mean_ber_upper_confidence,0.03941448851182775
estimators,dft,mean_latency_ms,739.0233997189607
estimators,dft,mean_throughput_bits_per_batch,94440.4202516969
estimators,dft,mean_energy_joules_per_batch,0.0001864510000000004
estimators,dft,mean_avg_power_w,0.0002618675664817087
estimators,dft,mean_runtime_sec,111.00192893225763
estimators,dft,mean_bit_errors,98107.96774193548
estimators,dft,mean_total_bits,9916019.612903226
estimators,dft,mean_block_errors,370.61290322580646
estimators,dft,mean_total_blocks,6455.741935483871
estimators,dft,mean_num_batches,100.87096774193549
estimators,lmmse,mean_ber,0.018493040760539255
estimators,lmmse,mean_ber_upper_confidence,0.018557788239528705
estimators,lmmse,mean_latency_ms,614.7840629638878
estimators,lmmse,mean_throughput_bits_per_batch,96486.06012107593
estimators,lmmse,mean_energy_joules_per_batch,0.00018645100000000043
estimators,lmmse,mean_avg_power_w,0.00030369046480603704
estimators,lmmse,mean_runtime_sec,105.76896417419418
estimators,lmmse,mean_bit_errors,72561.41935483871
estimators,lmmse,mean_total_bits,10778557.935483871
estimators,lmmse,mean_block_errors,309.7741935483871
estimators,lmmse,mean_total_blocks,7017.290322580645
estimators,lmmse,mean_num_batches,109.64516129032258
estimators,adaptive,mean_ber,0.018190239579650446
estimators,adaptive,mean_ber_upper_confidence,0.01825348150419432
estimators,adaptive,mean_latency_ms,805.7571050041478
estimators,adaptive,mean_throughput_bits_per_batch,96515.82668836204
estimators,adaptive,mean_energy_joules_per_batch,0.00018645100000000043
estimators,adaptive,mean_avg_power_w,0.00024122711109725325
estimators,adaptive,mean_runtime_sec,140.1953653709671
estimators,adaptive,mean_bit_errors,71711.25806451614
estimators,adaptive,mean_total_bits,10822953.290322581
estimators,adaptive,mean_block_errors,307.0
estimators,adaptive,mean_total_blocks,7046.193548387097
estimators,adaptive,mean_num_batches,110.09677419354838
estimators,pso,mean_ber,0.08962515600451168
estimators,pso,mean_ber_upper_confidence,0.08985645107047394
estimators,pso,mean_latency_ms,897.2098908493449
estimators,pso,mean_throughput_bits_per_batch,89493.48866413247
estimators,pso,mean_energy_joules_per_batch,0.00018645100000000016
estimators,pso,mean_avg_power_w,0.00021421971608232967
estimators,pso,mean_runtime_sec,193.14623422580613
estimators,pso,mean_bit_errors,369804.32258064515
estimators,pso,mean_total_bits,5073754.838709678
estimators,pso,mean_block_errors,1013.258064516129
estimators,pso,mean_total_blocks,3303.2258064516127
estimators,pso,mean_num_batches,51.61290322580645
estimators,perfect,mean_ber,0.002068010178567581
estimators,perfect,mean_ber_upper_confidence,0.0020794138977357586
estimators,perfect,mean_latency_ms,839.033216174908
estimators,perfect,mean_throughput_bits_per_batch,98100.7063274061
estimators,perfect,mean_energy_joules_per_batch,0.00018645100000000045
estimators,perfect,mean_avg_power_w,0.0002225229500143639
estimators,perfect,mean_runtime_sec,152.29426485806565
estimators,perfect,mean_bit_errors,16658.483870967742
estimators,perfect,mean_total_bits,12227749.161290323
estimators,perfect,mean_block_errors,114.48387096774194
estimators,perfect,mean_total_blocks,7960.774193548387
estimators,perfect,mean_num_batches,124.38709677419355
estimators,ls,runtime_total_sec,3091.4148412999966
estimators,dft,runtime_total_sec,3441.0597968999864
estimators,lmmse,runtime_total_sec,3278.83788940002
estimators,adaptive,runtime_total_sec,4346.05632649998
estimators,pso,runtime_total_sec,5987.53326099999
estimators,perfect,runtime_total_sec,4721.122210600035
resource_managers,__stage__,stage_dir,results\20260313_001054_simulation\resource_managers
resource_managers,__stage__,stage_json,results\20260313_001054_simulation\resource_managers\stage_results_v2.json
resource_managers,__stage__,stage_csv,results\20260313_001054_simulation\resource_managers\stage_results_v2.csv
resource_managers,static,mean_ber,0.018059397819693464
resource_managers,static,mean_ber_upper_confidence,0.018122451066377082
resource_managers,static,mean_latency_ms,923.0033467152815
resource_managers,static,mean_throughput_bits_per_batch,96528.68895673286
resource_managers,static,mean_energy_joules_per_batch,0.00018645100000000043
resource_managers,static,mean_avg_power_w,0.00020208790590780842
resource_managers,static,mean_runtime_sec,107.67296331291178
resource_managers,static,mean_bit_errors,71941.3870967742
resource_managers,static,mean_total_bits,10797584.516129032
resource_managers,static,mean_block_errors,308.741935483871
resource_managers,static,mean_total_blocks,7029.677419354839
resource_managers,static,mean_num_batches,109.83870967741936
resource_managers,round_robin,mean_ber,0.006196057956212804
resource_managers,round_robin,mean_ber_upper_confidence,0.006228529170596487
resource_managers,round_robin,mean_latency_ms,931.5642008505777
resource_managers,round_robin,mean_throughput_bits_per_batch,48847.45135933623
resource_managers,round_robin,mean_energy_joules_per_batch,0.00018645100000000045
resource_managers,round_robin,mean_avg_power_w,0.00020016557076048708
resource_managers,round_robin,mean_runtime_sec,122.75618024515866
resource_managers,round_robin,mean_bit_errors,30307.290322580644
resource_managers,round_robin,mean_total_bits,6147171.096774193
resource_managers,round_robin,mean_block_errors,137.4516129032258
resource_managers,round_robin,mean_total_blocks,4002.064516129032
resource_managers,round_robin,mean_num_batches,125.06451612903226
resource_managers,max_throughput,mean_ber,0.0046728396888821
resource_managers,max_throughput,mean_ber_upper_confidence,0.004697688728185291
resource_managers,max_throughput,mean_latency_ms,930.9445340782942
resource_managers,max_throughput,mean_throughput_bits_per_batch,48922.32058361207
resource_managers,max_throughput,mean_energy_joules_per_batch,0.00018645100000000045
resource_managers,max_throughput,mean_avg_power_w,0.00020029847636770132
resource_managers,max_throughput,mean_runtime_sec,123.83235787416643
resource_managers,max_throughput,mean_bit_errors,23173.25806451613
resource_managers,max_throughput,mean_total_bits,6180467.612903226
resource_managers,max_throughput,mean_block_errors,113.54838709677419
resource_managers,max_throughput,mean_total_blocks,4023.7419354838707
resource_managers,max_throughput,mean_num_batches,125.74193548387096
resource_managers,pf,mean_ber,0.006370744305487099
resource_managers,pf,mean_ber_upper_confidence,0.006403828126428023
resource_managers,pf,mean_latency_ms,931.2369453661653
