stage,method,metric,value
estimators,__stage__,stage_dir,results\20260314_131034_simulation\estimators
estimators,__stage__,stage_json,results\20260314_131034_simulation\estimators\stage_results_v2.json
estimators,__stage__,stage_csv,results\20260314_131034_simulation\estimators\stage_results_v2.csv
estimators,ls,mean_ber,0.05820842868123716
estimators,ls,mean_ber_upper_confidence,0.05836175556242804
estimators,ls,mean_latency_ms,817.7656234196143
estimators,ls,mean_throughput_bits_per_batch,92581.87862691966
estimators,ls,mean_energy_joules_per_batch,0.00018645100000000037
estimators,ls,mean_avg_power_w,0.00022962741536031883
estimators,ls,mean_runtime_sec,83.80081988386713
estimators,ls,mean_bit_errors,129040.93548387097
estimators,ls,mean_total_bits,9183496.258064516
estimators,ls,mean_block_errors,449.61290322580646
estimators,ls,mean_total_blocks,5978.8387096774195
estimators,ls,mean_num_batches,93.41935483870968
estimators,dft,mean_ber,0.03934634049554273
estimators,dft,mean_ber_upper_confidence,0.03945811276965139
estimators,dft,mean_latency_ms,823.5917118516455
estimators,dft,mean_throughput_bits_per_batch,94436.09734392617
estimators,dft,mean_energy_joules_per_batch,0.0001864510000000004
estimators,dft,mean_avg_power_w,0.00022769007483187188
estimators,dft,mean_runtime_sec,90.74448744515934
estimators,dft,mean_bit_errors,98517.0
estimators,dft,mean_total_bits,9928704.0
estimators,dft,mean_block_errors,367.8709677419355
estimators,dft,mean_total_blocks,6464.0
estimators,dft,mean_num_batches,101.0
estimators,lmmse,mean_ber,0.018049335566987422
estimators,lmmse,mean_ber_upper_confidence,0.018112935773971817
estimators,lmmse,mean_latency_ms,839.4782904239876
estimators,lmmse,mean_throughput_bits_per_batch,96529.67811642287
estimators,lmmse,mean_energy_joules_per_batch,0.00018645100000000043
estimators,lmmse,mean_avg_power_w,0.00022288244134615907
estimators,lmmse,mean_runtime_sec,100.8505457129055
estimators,lmmse,mean_bit_errors,72830.80645161291
estimators,lmmse,mean_total_bits,10816611.096774194
estimators,lmmse,mean_block_errors,312.9032258064516
