stage,method,metric,value
estimators,__stage__,stage_dir,results\20260305_185044_simulation\estimators
estimators,__stage__,stage_json,results\20260305_185044_simulation\estimators\stage_results_v2.json
estimators,__stage__,stage_csv,results\20260305_185044_simulation\estimators\stage_results_v2.csv
estimators,ls,mean_ber,0.0585488702054632
estimators,ls,mean_ber_upper_confidence,0.05885786986392372
estimators,ls,mean_latency_ms,710.2854131750796
estimators,ls,mean_throughput_bits_per_batch,92548.41186332217
estimators,ls,mean_energy_joules_per_batch,0.00018645100000000016
estimators,ls,mean_avg_power_w,0.000268312584487703
estimators,ls,mean_runtime_sec,59.843300399995755
estimators,ls,mean_bit_errors,35669.32258064516
estimators,ls,mean_total_bits,4782013.935483871
estimators,ls,mean_block_errors,126.2258064516129
estimators,ls,mean_total_blocks,3113.2903225806454
estimators,ls,mean_num_batches,48.645161290322584
estimators,dft,mean_ber,0.039644288772442075
estimators,dft,mean_ber_upper_confidence,0.0398744659345835
estimators,dft,mean_latency_ms,661.1126848794077
estimators,dft,mean_throughput_bits_per_batch,94406.80783651385
estimators,dft,mean_energy_joules_per_batch,0.00018645100000000005
estimators,dft,mean_avg_power_w,0.0002933165013594857
estimators,dft,mean_runtime_sec,30.038964719354784
estimators,dft,mean_bit_errors,26099.064516129034
estimators,dft,mean_total_bits,2860329.290322581
estimators,dft,mean_block_errors,101.29032258064517
estimators,dft,mean_total_blocks,1862.1935483870968
estimators,dft,mean_num_batches,29.096774193548388
estimators,lmmse,mean_ber,0.01780865229215866
estimators,lmmse,mean_ber_upper_confidence,0.017935509771362424
estimators,lmmse,mean_latency_ms,555.2638332838608
estimators,lmmse,mean_throughput_bits_per_batch,96553.33824507163
estimators,lmmse,mean_energy_joules_per_batch,0.00018645100000000008
estimators,lmmse,mean_avg_power_w,0.0003358127065478303
estimators,lmmse,mean_runtime_sec,37.23674410645241
estimators,lmmse,mean_bit_errors,20967.612903225807
estimators,lmmse,mean_total_bits,4097057.0322580645
estimators,lmmse,mean_block_errors,90.58064516129032
estimators,lmmse,mean_total_blocks,2667.3548387096776
estimators,lmmse,mean_num_batches,41.67741935483871
estimators,adaptive,mean_ber,0.01812739525890968
estimators,adaptive,mean_ber_upper_confidence,0.01825461852957526
estimators,adaptive,mean_latency_ms,580.583915513384
estimators,adaptive,mean_throughput_bits_per_batch,96522.00453646814
estimators,adaptive,mean_energy_joules_per_batch,0.00018645100000000008
estimators,adaptive,mean_avg_power_w,0.00032156895229539835
estimators,adaptive,mean_runtime_sec,34.24927832257949
estimators,adaptive,mean_bit_errors,20816.645161290322
estimators,adaptive,mean_total_bits,3662616.7741935486
estimators,adaptive,mean_block_errors,88.74193548387096
estimators,adaptive,mean_total_blocks,2384.516129032258
estimators,adaptive,mean_num_batches,37.25806451612903
estimators,pso,mean_ber,0.08995046155164009
estimators,pso,mean_ber_upper_confidence,0.09044844436867297
estimators,pso,mean_latency_ms,582.2415340096912
estimators,pso,mean_throughput_bits_per_batch,89461.50982762755
estimators,pso,mean_energy_joules_per_batch,0.00018645099999999997
estimators,pso,mean_avg_power_w,0.0003202929171900792
estimators,pso,mean_runtime_sec,33.49204892258164
estimators,pso,mean_bit_errors,78473.93548387097
estimators,pso,mean_total_bits,1055975.2258064516
estimators,pso,mean_block_errors,214.1290322580645
estimators,pso,mean_total_blocks,687.483870967742
estimators,pso,mean_num_batches,10.741935483870968
estimators,perfect,mean_ber,0.002204782419381258
estimators,perfect,mean_ber_upper_confidence,0.0022312289966679812
estimators,perfect,mean_latency_ms,573.9973427895977
estimators,perfect,mean_throughput_bits_per_batch,98087.26106904514
estimators,perfect,mean_energy_joules_per_batch,0.00018645100000000002
estimators,perfect,mean_avg_power_w,0.00032485253149449705
estimators,perfect,mean_runtime_sec,20.809880409675138
estimators,perfect,mean_bit_errors,5912.032258064516
estimators,perfect,mean_total_bits,2305387.35483871
estimators,perfect,mean_block_errors,40.83870967741935
estimators,perfect,mean_total_blocks,1500.9032258064517
estimators,perfect,mean_num_batches,23.451612903225808
estimators,ls,runtime_total_sec,1855.1423123998684
estimators,dft,runtime_total_sec,931.2079062999983
estimators,lmmse,runtime_total_sec,1154.339067300025
estimators,adaptive,runtime_total_sec,1061.7276279999642
estimators,pso,runtime_total_sec,1038.2535166000307
estimators,perfect,runtime_total_sec,645.1062926999293
resource_managers,__stage__,stage_dir,results\20260305_185044_simulation\resource_managers
resource_managers,__stage__,stage_json,results\20260305_185044_simulation\resource_managers\stage_results_v2.json
resource_managers,__stage__,stage_csv,results\20260305_185044_simulation\resource_managers\stage_results_v2.csv
resource_managers,static,mean_ber,0.019118452252971662
resource_managers,static,mean_ber_upper_confidence,0.019251122315454602
resource_managers,static,mean_latency_ms,667.3682344832619
resource_managers,static,mean_throughput_bits_per_batch,96424.57966972387
resource_managers,static,mean_energy_joules_per_batch,0.00018645100000000008
resource_managers,static,mean_avg_power_w,0.0002873372515903005
resource_managers,static,mean_runtime_sec,33.090406090299965
resource_managers,static,mean_bit_errors,20268.8064516129
resource_managers,static,mean_total_bits,3687985.5483870967
resource_managers,static,mean_block_errors,85.45161290322581
resource_managers,static,mean_total_blocks,2401.032258064516
resource_managers,static,mean_num_batches,37.516129032258064
resource_managers,round_robin,mean_ber,0.00600924633931179
resource_managers,round_robin,mean_ber_upper_confidence,0.00606269314174986
resource_managers,round_robin,mean_latency_ms,673.4793931221319
resource_managers,round_robin,mean_throughput_bits_per_batch,48856.63352393015
resource_managers,round_robin,mean_energy_joules_per_batch,0.00018645100000000008
resource_managers,round_robin,mean_avg_power_w,0.00028496153034886647
resource_managers,round_robin,mean_runtime_sec,38.22044190643787
resource_managers,round_robin,mean_bit_errors,11055.258064516129
resource_managers,round_robin,mean_total_bits,2146832.5161290322
resource_managers,round_robin,mean_block_errors,48.354838709677416
resource_managers,round_robin,mean_total_blocks,1397.6774193548388
resource_managers,round_robin,mean_num_batches,43.67741935483871
resource_managers,max_throughput,mean_ber,0.00442866565522295
resource_managers,max_throughput,mean_ber_upper_confidence,0.0044716146323103174
resource_managers,max_throughput,mean_latency_ms,659.6774181639266
resource_managers,max_throughput,mean_throughput_bits_per_batch,48934.32222571448
resource_managers,max_throughput,mean_energy_joules_per_batch,0.00018645100000000008
resource_managers,max_throughput,mean_avg_power_w,0.0002902420416559217
resource_managers,max_throughput,mean_runtime_sec,33.25327067743074
resource_managers,max_throughput,mean_bit_errors,8533.58064516129
resource_managers,max_throughput,mean_total_bits,1872532.6451612904
resource_managers,max_throughput,mean_block_errors,41.03225806451613
resource_managers,max_throughput,mean_total_blocks,1219.0967741935483
resource_managers,max_throughput,mean_num_batches,38.096774193548384
resource_managers,pf,mean_ber,0.005938645123025348
resource_managers,pf,mean_ber_upper_confidence,0.005992471696594146
resource_managers,pf,mean_latency_ms,681.2297944427985
resource_managers,pf,mean_throughput_bits_per_batch,48860.10371491306
resource_managers,pf,mean_energy_joules_per_batch,0.00018645100000000008
resource_managers,pf,mean_avg_power_w,0.00028205497154704654
resource_managers,pf,mean_runtime_sec,41.92103455807721
resource_managers,pf,mean_bit_errors,10686.58064516129
resource_managers,pf,mean_total_bits,2330756.129032258
resource_managers,pf,mean_block_errors,48.58064516129032
resource_managers,pf,mean_total_blocks,1517.4193548387098
resource_managers,pf,mean_num_batches,47.41935483870968
resource_managers,wmmse,mean_ber,0.005954139451342028
resource_managers,wmmse,mean_ber_upper_confidence,0.006008553785685291
resource_managers,wmmse,mean_latency_ms,663.2261605445634
resource_managers,wmmse,mean_throughput_bits_per_batch,48859.34213768763
resource_managers,wmmse,mean_energy_joules_per_batch,0.00018645100000000008
resource_managers,wmmse,mean_avg_power_w,0.0002889591254327497
resource_managers,wmmse,mean_runtime_sec,34.9650472129175
resource_managers,wmmse,mean_bit_errors,10065.032258064517
resource_managers,wmmse,mean_total_bits,1972422.1935483871
resource_managers,wmmse,mean_block_errors,45.74193548387097
resource_managers,wmmse,mean_total_blocks,1284.1290322580646
resource_managers,wmmse,mean_num_batches,40.12903225806452
resource_managers,queue_aware,mean_ber,0.0061418757733538
resource_managers,queue_aware,mean_ber_upper_confidence,0.006196288031474659
resource_managers,queue_aware,mean_latency_ms,662.7943428640059
resource_managers,queue_aware,mean_throughput_bits_per_batch,48850.114521988115
resource_managers,queue_aware,mean_energy_joules_per_batch,0.00018645100000000008
resource_managers,queue_aware,mean_avg_power_w,0.00028889476394211187
resource_managers,queue_aware,mean_runtime_sec,34.49352907417943
resource_managers,queue_aware,mean_bit_errors,10505.0
resource_managers,queue_aware,mean_total_bits,1945467.8709677418
resource_managers,queue_aware,mean_block_errors,46.87096774193548
resource_managers,queue_aware,mean_total_blocks,1266.5806451612902
resource_managers,queue_aware,mean_num_batches,39.58064516129032
resource_managers,drl,mean_ber,0.006025895310442844
resource_managers,drl,mean_ber_upper_confidence,0.006079261342205632
resource_managers,drl,mean_latency_ms,654.2985150326264
resource_managers,drl,mean_throughput_bits_per_batch,48855.81519370111
resource_managers,drl,mean_energy_joules_per_batch,0.00018645100000000005
resource_managers,drl,mean_avg_power_w,0.00029217411578849557
resource_managers,drl,mean_runtime_sec,31.87700783224934
resource_managers,drl,mean_bit_errors,10507.709677419354
resource_managers,drl,mean_total_bits,1753616.5161290322
resource_managers,drl,mean_block_errors,47.45161290322581
resource_managers,drl,mean_total_blocks,1141.6774193548388
resource_managers,drl,mean_num_batches,35.67741935483871
resource_managers,static,runtime_total_sec,1025.802588799299
resource_managers,round_robin,runtime_total_sec,1184.833699099574
resource_managers,max_throughput,runtime_total_sec,1030.851391000353
resource_managers,pf,runtime_total_sec,1299.5520713003934
resource_managers,wmmse,runtime_total_sec,1083.9164636004425
resource_managers,queue_aware,runtime_total_sec,1069.2994012995623
resource_managers,drl,runtime_total_sec,988.1872427997296
